"40","42","44","40","40","42","38","48","38","44","46","42","40","38","44","38","44","40","42","48","44","52","48","44","44","44","42","42","40","44","44","44","46","40","46","34","42","44","44","40","38","42","40","46","36","48","42","42","46","40","46","42","44","40","42","40","42","48","44","40","44","42","40","38","44","42","40","42","44","44","46","44","46","42","40","44","44","42","42","44","42","44","46","40","44","42","38","28","54","54","48","44","116","22","56","44","46","42","42","42"
"-248","-254","-250","-248","-246","-250","-250","-248","-248","-248","-248","-254","-250","-252","-250","-252","-248","-254","-250","-252","-250","-252","-248","-248","-248","-252","-248","-256","-252","-244","-252","-252","-248","-250","-250","-256","-250","-254","-250","-244","-248","-250","-250","-252","-250","-256","-248","-248","-250","-254","-250","-248","-252","-248","-250","-250","-252","-250","-250","-250","-254","-254","-252","-248","-254","-252","-250","-250","-250","-250","-254","-250","-254","-252","-246","-248","-254","-248","-250","-252","-244","-246","-248","-252","-250","-250","-250","-250","-252","-220","-248","-242","-264","-286","-248","-242","-252","-256","-250","-246"
"20","18","16","14","20","18","18","12","14","16","18","22","16","20","14","24","22","16","12","20","20","12","18","24","20","22","16","16","20","16","20","20","12","16","18","22","16","14","20","16","22","16","12","16","14","16","14","24","16","14","18","14","16","14","18","20","16","16","20","14","16","20","18","20","14","16","18","12","16","16","18","14","12","20","18","18","16","16","16","18","18","22","18","16","16","16","14","22","10","10","8","12","256","6","18","12","18","22","14","16"
